manual,ai_model,accuracy,accuracy_percent
,,Non-default match: Baud Rate (subnetwork.properties.baudRate=19200),Predicted: 115200 [accepted alternate; default was 19200]
,,Non-default match: Parity (subnetwork.properties.parity=2),Predicted: 0 [accepted alternate; default was 2]
,,Wrong: Data Bits (subnetwork.properties.dataBits=1),Predicted: not found
,,Excluded: Node Name (subnetwork.nodes[0].properties.name=4511),Predicted: 9203MCM101 [naming convention; not scored]
,,Excluded: Transaction Name (subnetwork.nodes[0].transactions[0].properties.name=Password),Predicted: PASSWORD [naming convention; not scored]
ABB_Terra_AC_Charger_ModbusCommunication_v1.7.pdf,gpt-5.1,13/13,100.00%
,,Correct: Addressing Mode (subnetwork.nodes[0].properties.modbusAddressingMode=0),Predicted: 0 [default]
,,Correct: Node Address (subnetwork.nodes[0].properties.nodeAddress=1),Predicted: 1 [default]
,,Correct: Request Starting Address (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[2].properties.data=16384),Predicted: 16384 [default]
,,Correct: Request Quantity (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[3].properties.data=4),Predicted: 4 [default]
,,Correct: Response Byte Count (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[2].properties.data=8),Predicted: 8 [default]
,,Correct: Response Data Length (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[3].properties.dataLength=8),Predicted: 8 [default]
,,Correct: Baud Rate (subnetwork.properties.baudRate=115200),Predicted: 115200 [default]
,,Correct: Data Bits (subnetwork.properties.dataBits=1),Predicted: 1 [default]
,,Correct: Parity (subnetwork.properties.parity=0),Predicted: 0 [default]
,,Correct: Physical Standard (subnetwork.properties.physicalStandard=1),Predicted: 1 [default]
,,Correct: Stop Bits (subnetwork.properties.stopBits=0),Predicted: 0 [default]
,,Non-default match: Request Function Code (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[1].properties.data=4),Predicted: 3 [accepted alternate; default was 4]
,,Non-default match: Response Function Code (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[1].properties.data=4),Predicted: 3 [accepted alternate; default was 4]
,,Excluded: Node Name (subnetwork.nodes[0].properties.name=Serial Number),Predicted: TERRA AC WALLBOX [naming convention; not scored]
,,Excluded: Transaction Name (subnetwork.nodes[0].transactions[0].properties.name=Serial Number),Predicted: Serial Number [naming convention; not scored]
APM-MAX-Modbus-Communications.pdf,gpt-5.1,9/13,69.23%
,,Correct: Addressing Mode (subnetwork.nodes[0].properties.modbusAddressingMode=0),Predicted: 0 [default]
,,Correct: Node Address (subnetwork.nodes[0].properties.nodeAddress=1),Predicted: 1 [default]
,,Correct: Request Function Code (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[1].properties.data=4),Predicted: 4 [default]
,,Correct: Request Starting Address (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[2].properties.data=1),Predicted: 1 [default]
,,Correct: Request Quantity (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[3].properties.data=2),Predicted: 2 [default]
,,Correct: Response Function Code (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[1].properties.data=4),Predicted: 4 [default]
,,Correct: Response Byte Count (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[2].properties.data=4),Predicted: 4 [default]
,,Correct: Response Data Length (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[3].properties.dataLength=4),Predicted: 4 [default]
,,Correct: Baud Rate (subnetwork.properties.baudRate=115200),Predicted: 115200 [default]
,,Wrong: Data Bits (subnetwork.properties.dataBits=1),Predicted: not found
,,Wrong: Parity (subnetwork.properties.parity=0),"Predicted: 0 [combo (Stop Bits=0, Parity=0) not supported (allowed: (1,0) | (0,2) | (0,1))]"
,,Wrong: Physical Standard (subnetwork.properties.physicalStandard=1),Predicted: not found
,,Wrong: Stop Bits (subnetwork.properties.stopBits=1),"Predicted: 0 [combo (Stop Bits=0, Parity=0) not supported (allowed: (1,0) | (0,2) | (0,1))]"
,,Excluded: Node Name (subnetwork.nodes[0].properties.name=Displayed Value),Predicted: APM-MAX [naming convention; not scored]
,,Excluded: Transaction Name (subnetwork.nodes[0].transactions[0].properties.name=Displayed Value),Predicted: Displayed Value [naming convention; not scored]
Application_Note_Optidrive_E3_Modbus_register_map.pdf,gpt-5.1,13/13,100.00%
,,Correct: Addressing Mode (subnetwork.nodes[0].properties.modbusAddressingMode=1),Predicted: 1 [default]
,,Correct: Node Address (subnetwork.nodes[0].properties.nodeAddress=1),Predicted: 1 [default]
,,Correct: Request Function Code (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[1].properties.data=3),Predicted: 3 [default]
,,Correct: Request Starting Address (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[2].properties.data=13),Predicted: 13 [default]
,,Correct: Request Quantity (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[3].properties.data=1),Predicted: 1 [default]
,,Correct: Response Function Code (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[1].properties.data=3),Predicted: 3 [default]
,,Correct: Response Byte Count (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[2].properties.data=2),Predicted: 2 [default]
,,Correct: Response Data Length (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[3].properties.dataLength=2),Predicted: 2 [default]
,,Correct: Baud Rate (subnetwork.properties.baudRate=115200),Predicted: 115200 [default]
,,Correct: Data Bits (subnetwork.properties.dataBits=1),Predicted: 1 [default]
,,Correct: Parity (subnetwork.properties.parity=0),Predicted: 0 [default]
,,Correct: Physical Standard (subnetwork.properties.physicalStandard=1),Predicted: 1 [default]
,,Correct: Stop Bits (subnetwork.properties.stopBits=0),Predicted: 0 [default]
,,Excluded: Node Name (subnetwork.nodes[0].properties.name=Voltage rating),Predicted: Optidrive E3 [naming convention; not scored]
,,Excluded: Transaction Name (subnetwork.nodes[0].transactions[0].properties.name=Voltage rating),Predicted: Voltage rating [naming convention; not scored]
a_emcion_homecontroller_modbus_lookup_table_en.pdf,gpt-5.1,10/13,76.92%
,,Correct: Node Address (subnetwork.nodes[0].properties.nodeAddress=1),Predicted: 1 [default]
,,Correct: Request Function Code (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[1].properties.data=3),Predicted: 3 [default]
,,Correct: Request Quantity (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[3].properties.data=1),Predicted: 1 [default]
,,Correct: Response Function Code (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[1].properties.data=3),Predicted: 3 [default]
,,Correct: Response Byte Count (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[2].properties.data=2),Predicted: 2 [default]
,,Correct: Response Data Length (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[3].properties.dataLength=2),Predicted: 2 [default]
,,Correct: Baud Rate (subnetwork.properties.baudRate=57600),Predicted: 57600 [default]
,,Correct: Data Bits (subnetwork.properties.dataBits=1),Predicted: 1 [default]
,,Correct: Parity (subnetwork.properties.parity=0),Predicted: 0 [default]
,,Correct: Stop Bits (subnetwork.properties.stopBits=0),Predicted: 0 [default]
,,Wrong: Addressing Mode (subnetwork.nodes[0].properties.modbusAddressingMode=0),Predicted: 1
,,Wrong: Request Starting Address (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[2].properties.data=303),Predicted: 302
,,Wrong: Physical Standard (subnetwork.properties.physicalStandard=1),Predicted: not found
,,Excluded: Node Name (subnetwork.nodes[0].properties.name=Temperature (onboard sensor)),Predicted: EVCC-Home [naming convention; not scored]
,,Excluded: Transaction Name (subnetwork.nodes[0].transactions[0].properties.name=Temperature (onboard sensor)),Predicted: Temperature (onboard sensor) [naming convention; not scored]
a_si370010--_en.pdf,gpt-5.1,10/14,71.43%
,,Correct: Addressing Mode (subnetwork.nodes[0].properties.modbusAddressingMode=0),Predicted: 0 [default]
,,Correct: Node Address (subnetwork.nodes[0].properties.nodeAddress=1),Predicted: 1 [default]
,,Correct: Request Function Code (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[1].properties.data=16),Predicted: 16 [default]
,,Correct: Request Starting Address (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[2].properties.data=1792),Predicted: 1792 [default]
,,Correct: Request Quantity (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[3].properties.data=1),Predicted: 1 [default]
,,Correct: subnetwork.nodes[0].transactions[0].frames[0].frameObjects[5].properties.dataLength=2,Predicted: 2 [default]
,,Correct: Response Function Code (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[1].properties.data=16),Predicted: 16 [default]
,,Correct: Response Byte Count (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[2].properties.data=1792),Predicted: 1792 [default]
,,Correct: subnetwork.nodes[0].transactions[0].frames[1].frameObjects[3].properties.data=1,Predicted: 1 [default]
,,Correct: Physical Standard (subnetwork.properties.physicalStandard=1),Predicted: 1 [default]
,,Wrong: Baud Rate (subnetwork.properties.baudRate=19200),Predicted: not found
,,Wrong: Data Bits (subnetwork.properties.dataBits=1),Predicted: not found
,,Wrong: Parity (subnetwork.properties.parity=0),Predicted: not found
,,Wrong: Stop Bits (subnetwork.properties.stopBits=0),Predicted: not found
,,Excluded: Node Name (subnetwork.nodes[0].properties.name=si370010),Predicted: MIEZ 37010 [naming convention; not scored]
,,Excluded: Transaction Name (subnetwork.nodes[0].transactions[0].properties.name=Connection type),Predicted: Connection type [naming convention; not scored]
CMS Manual_web.pdf,gpt-5.1,6/13,46.15%
,,Correct: Addressing Mode (subnetwork.nodes[0].properties.modbusAddressingMode=0),Predicted: 0 [default]
,,Correct: Node Address (subnetwork.nodes[0].properties.nodeAddress=1),Predicted: 1 [default]
,,Correct: Baud Rate (subnetwork.properties.baudRate=19200),Predicted: 19200 [default]
,,Correct: Parity (subnetwork.properties.parity=2),Predicted: 2 [default]
,,Correct: Physical Standard (subnetwork.properties.physicalStandard=1),Predicted: 1 [default]
,,Correct: Stop Bits (subnetwork.properties.stopBits=0),Predicted: 0 [default]
,,Wrong: Request Function Code (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[1].properties.data=6),Predicted: not found
,,Wrong: Request Starting Address (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[2].properties.data=12305),Predicted: not found
,,Wrong: Request Quantity (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[3].properties.data=None),Predicted: not found
,,Wrong: Response Function Code (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[1].properties.data=6),Predicted: not found
,,Wrong: Response Byte Count (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[2].properties.data=12305),Predicted: not found
,,Wrong: Response Data Length (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[3].properties.dataLength=2),Predicted: not found
,,Wrong: Data Bits (subnetwork.properties.dataBits=1),Predicted: not found
,,Excluded: Node Name (subnetwork.nodes[0].properties.name=Show Sensor),Predicted: CMS-700 [naming convention; not scored]
,,Excluded: Transaction Name (subnetwork.nodes[0].transactions[0].properties.name=Show Sensor),Predicted: Show Sensor [naming convention; not scored]
Communication-Protocol-Modbus-EMS-96-IM166-U-v0.4-eng.pdf,gpt-5.1,9/13,69.23%
,,Correct: Node Address (subnetwork.nodes[0].properties.nodeAddress=1),Predicted: 1 [default]
,,Correct: Request Function Code (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[1].properties.data=3),Predicted: 3 [default]
,,Correct: Request Quantity (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[3].properties.data=1),Predicted: 1 [default]
,,Correct: Response Function Code (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[1].properties.data=3),Predicted: 3 [default]
,,Correct: Response Byte Count (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[2].properties.data=2),Predicted: 2 [default]
,,Correct: Response Data Length (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[3].properties.dataLength=2),Predicted: 2 [default]
,,Correct: Baud Rate (subnetwork.properties.baudRate=38400),Predicted: 38400 [default]
,,Correct: Parity (subnetwork.properties.parity=0),Predicted: 0 [default]
,,Correct: Stop Bits (subnetwork.properties.stopBits=0),Predicted: 0 [default]
,,Wrong: Addressing Mode (subnetwork.nodes[0].properties.modbusAddressingMode=0),Predicted: 1
,,Wrong: Request Starting Address (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[2].properties.data=4134),Predicted: 13855
,,Wrong: Data Bits (subnetwork.properties.dataBits=1),Predicted: not found
,,Wrong: Physical Standard (subnetwork.properties.physicalStandard=1),Predicted: not found
,,Excluded: Node Name (subnetwork.nodes[0].properties.name=Read Temperature),Predicted: EMS-96 [naming convention; not scored]
,,Excluded: Transaction Name (subnetwork.nodes[0].transactions[0].properties.name=SYSTEM APPARENT POWER),Predicted: SYSTEM APPARENT POWER [naming convention; not scored]
EM330_EM340_ET330_ET340_CP.pdf,gpt-5.1,11/13,84.62%
,,Correct: Addressing Mode (subnetwork.nodes[0].properties.modbusAddressingMode=3),Predicted: 3 [default]
,,Correct: Node Address (subnetwork.nodes[0].properties.nodeAddress=1),Predicted: 1 [default]
,,Correct: Request Quantity (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[3].properties.data=2),Predicted: 2 [default]
,,Correct: Response Byte Count (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[2].properties.data=4),Predicted: 4 [default]
,,Correct: Response Data Length (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[3].properties.dataLength=4),Predicted: 4 [default]
,,Correct: Baud Rate (subnetwork.properties.baudRate=9600),Predicted: 9600 [default]
,,Correct: Parity (subnetwork.properties.parity=0),Predicted: 0 [default]
,,Correct: Physical Standard (subnetwork.properties.physicalStandard=1),Predicted: 1 [default]
,,Correct: Stop Bits (subnetwork.properties.stopBits=0),Predicted: 0 [default]
,,Non-default match: Request Function Code (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[1].properties.data=3),Predicted: 4 [accepted alternate; default was 3]
,,Non-default match: Response Function Code (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[1].properties.data=3),Predicted: 4 [accepted alternate; default was 3]
,,Wrong: Request Starting Address (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[2].properties.data=40),Predicted: 16
,,Wrong: Data Bits (subnetwork.properties.dataBits=1),Predicted: not found
,,Excluded: Node Name (subnetwork.nodes[0].properties.name=Value weight: Watt*10),Predicted: Series 300 [naming convention; not scored]
,,Excluded: Transaction Name (subnetwork.nodes[0].transactions[0].properties.name=Value weight:W sys (Watt*10)),Predicted: W sys [naming convention; not scored]
EN_FANOXTD_MANU_SIA_MODBUS_SIAB-STANDARD-CT_R008.pdf,gpt-5.1,9/13,69.23%
,,Correct: Addressing Mode (subnetwork.nodes[0].properties.modbusAddressingMode=0),Predicted: 0 [default]
