manual,ai_model,accuracy,accuracy_percent
APM-MAX-Modbus-Communications.pdf,gpt-5.1,Expected: Baud Rate (subnetwork.properties.baudRate=115200),
APM-MAX-Modbus-Communications.pdf,gpt-5.1,Predicted: Baud Rate (subnetwork.properties.baudRate=192000),
APM-MAX-Modbus-Communications.pdf,gpt-5.1,Expected: Data Bits (subnetwork.properties.dataBits=1),
APM-MAX-Modbus-Communications.pdf,gpt-5.1,Predicted: Data Bits (subnetwork.properties.dataBits=not found),
APM-MAX-Modbus-Communications.pdf,gpt-5.1,Expected: Physical Standard (subnetwork.properties.physicalStandard=1),
APM-MAX-Modbus-Communications.pdf,gpt-5.1,Predicted: Physical Standard (subnetwork.properties.physicalStandard=not found),
APM-MAX-Modbus-Communications.pdf,gpt-5.1,Expected: Stop Bits (subnetwork.properties.stopBits=1),
APM-MAX-Modbus-Communications.pdf,gpt-5.1,Predicted: Stop Bits (subnetwork.properties.stopBits=0),
APM-MAX-Modbus-Communications.pdf,gpt-5.1,Excluded: Node Name (subnetwork.nodes[0].properties.name=Displayed Value),
APM-MAX-Modbus-Communications.pdf,gpt-5.1,Predicted: Node Name (subnetwork.nodes[0].properties.name=APM-MAX),
a_si370010--_en.pdf,gpt-5.1,12/14,85.71%
a_si370010--_en.pdf,gpt-5.1,Expected: Baud Rate (subnetwork.properties.baudRate=19200),
a_si370010--_en.pdf,gpt-5.1,Predicted: Baud Rate (subnetwork.properties.baudRate=not found),
a_si370010--_en.pdf,gpt-5.1,Expected: Data Bits (subnetwork.properties.dataBits=1),
a_si370010--_en.pdf,gpt-5.1,Predicted: Data Bits (subnetwork.properties.dataBits=not found),
a_si370010--_en.pdf,gpt-5.1,Excluded: Node Name (subnetwork.nodes[0].properties.name=si370010),
a_si370010--_en.pdf,gpt-5.1,Predicted: Node Name (subnetwork.nodes[0].properties.name=not found),
MN040018_EN.pdf,gpt-5.1,11/13,84.62%
MN040018_EN.pdf,gpt-5.1,Expected: Request Starting Address (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[2].properties.data=19),
MN040018_EN.pdf,gpt-5.1,Predicted: Request Starting Address (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[2].properties.data=26),
MN040018_EN.pdf,gpt-5.1,Expected: Data Bits (subnetwork.properties.dataBits=1),
MN040018_EN.pdf,gpt-5.1,Predicted: Data Bits (subnetwork.properties.dataBits=not found),
MN040018_EN.pdf,gpt-5.1,Excluded: Node Name (subnetwork.nodes[0].properties.name=Fan Runtime),
MN040018_EN.pdf,gpt-5.1,Predicted: Node Name (subnetwork.nodes[0].properties.name=DA1),
Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf,gpt-5.1,5/15,33.33%
Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf,gpt-5.1,Expected: Request Function Code (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[1].properties.data=16),
Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf,gpt-5.1,Predicted: Request Function Code (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[1].properties.data=3),
Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf,gpt-5.1,Expected: Request Starting Address (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[2].properties.data=8447),
Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf,gpt-5.1,Predicted: Request Starting Address (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[2].properties.data=8448),
Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf,gpt-5.1,Expected: subnetwork.nodes[0].transactions[0].frames[0].frameObjects[4].properties.data=4,
Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf,gpt-5.1,Predicted: subnetwork.nodes[0].transactions[0].frames[0].frameObjects[4].properties.data â€” not found,
Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf,gpt-5.1,Expected: subnetwork.nodes[0].transactions[0].frames[0].frameObjects[5].properties.dataLength=4,
Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf,gpt-5.1,Predicted: subnetwork.nodes[0].transactions[0].frames[0].frameObjects[5].properties.dataLength â€” not found,
Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf,gpt-5.1,Expected: Response Function Code (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[1].properties.data=16),
Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf,gpt-5.1,Predicted: Response Function Code (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[1].properties.data=3),
Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf,gpt-5.1,Expected: Response Byte Count (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[2].properties.data=8447),
Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf,gpt-5.1,Predicted: Response Byte Count (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[2].properties.data=4),
Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf,gpt-5.1,Expected: subnetwork.nodes[0].transactions[0].frames[1].frameObjects[3].properties.data=2,
Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf,gpt-5.1,Predicted: subnetwork.nodes[0].transactions[0].frames[1].frameObjects[3].properties.data â€” not found,
Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf,gpt-5.1,Expected: Baud Rate (subnetwork.properties.baudRate=9600),
Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf,gpt-5.1,Predicted: Baud Rate (subnetwork.properties.baudRate=not found),
Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf,gpt-5.1,Expected: Data Bits (subnetwork.properties.dataBits=1),
Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf,gpt-5.1,Predicted: Data Bits (subnetwork.properties.dataBits=not found),
Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf,gpt-5.1,Expected: Stop Bits (subnetwork.properties.stopBits=1),
Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf,gpt-5.1,Predicted: Stop Bits (subnetwork.properties.stopBits=not found),
Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf,gpt-5.1,Excluded: Node Name (subnetwork.nodes[0].properties.name=RTU_ELR),
Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf,gpt-5.1,Predicted: Node Name (subnetwork.nodes[0].properties.name=ELR-3BN),
Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf,gpt-5.1,Excluded: Transaction Name (subnetwork.nodes[0].transactions[0].properties.name=Reset Mode),
Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf,gpt-5.1,Predicted: Transaction Name (subnetwork.nodes[0].transactions[0].properties.name=RESET MODE),
Modbus-RTU-Manual.2022.pdf,gpt-5.1,13/13,100.00%
Modbus-RTU-Manual.2022.pdf,gpt-5.1,Excluded: Node Name (subnetwork.nodes[0].properties.name=Temperature),
Modbus-RTU-Manual.2022.pdf,gpt-5.1,Predicted: Node Name (subnetwork.nodes[0].properties.name=not found),
rtvs1-35l22-modbus-registerlista.pdf,gpt-5.1,11/13,84.62%
rtvs1-35l22-modbus-registerlista.pdf,gpt-5.1,Expected: Baud Rate (subnetwork.properties.baudRate=19200),
rtvs1-35l22-modbus-registerlista.pdf,gpt-5.1,Predicted: Baud Rate (subnetwork.properties.baudRate=4800),
rtvs1-35l22-modbus-registerlista.pdf,gpt-5.1,Expected: Physical Standard (subnetwork.properties.physicalStandard=1),
rtvs1-35l22-modbus-registerlista.pdf,gpt-5.1,Predicted: Physical Standard (subnetwork.properties.physicalStandard=not found),
S111_Modbus-register-table_EN_V2025-2.pdf.pdf,gpt-5.1,9/13,69.23%
S111_Modbus-register-table_EN_V2025-2.pdf.pdf,gpt-5.1,Expected: Request Starting Address (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[2].properties.data=1052),
S111_Modbus-register-table_EN_V2025-2.pdf.pdf,gpt-5.1,Predicted: Request Starting Address (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[2].properties.data=not found),
S111_Modbus-register-table_EN_V2025-2.pdf.pdf,gpt-5.1,Expected: Request Quantity (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[3].properties.data=2),
S111_Modbus-register-table_EN_V2025-2.pdf.pdf,gpt-5.1,Predicted: Request Quantity (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[3].properties.data=not found),
S111_Modbus-register-table_EN_V2025-2.pdf.pdf,gpt-5.1,Expected: Response Byte Count (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[2].properties.data=4),
S111_Modbus-register-table_EN_V2025-2.pdf.pdf,gpt-5.1,Predicted: Response Byte Count (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[2].properties.data=not found),
S111_Modbus-register-table_EN_V2025-2.pdf.pdf,gpt-5.1,Expected: Response Data Length (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[3].properties.dataLength=4),
S111_Modbus-register-table_EN_V2025-2.pdf.pdf,gpt-5.1,Predicted: Response Data Length (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[3].properties.dataLength=not found),
S111_Modbus-register-table_EN_V2025-2.pdf.pdf,gpt-5.1,Excluded: Transaction Name (subnetwork.nodes[0].transactions[0].properties.name=Power_factor_A),
S111_Modbus-register-table_EN_V2025-2.pdf.pdf,gpt-5.1,Predicted: Transaction Name (subnetwork.nodes[0].transactions[0].properties.name=Power factor A),
SDM120-MODBUS_Protocol.pdf,gpt-5.1,11/13,84.62%
SDM120-MODBUS_Protocol.pdf,gpt-5.1,Expected: Data Bits (subnetwork.properties.dataBits=1),
SDM120-MODBUS_Protocol.pdf,gpt-5.1,Predicted: Data Bits (subnetwork.properties.dataBits=not found),
SDM120-MODBUS_Protocol.pdf,gpt-5.1,Expected: Physical Standard (subnetwork.properties.physicalStandard=1),
SDM120-MODBUS_Protocol.pdf,gpt-5.1,Predicted: Physical Standard (subnetwork.properties.physicalStandard=not found),
SDM120-MODBUS_Protocol.pdf,gpt-5.1,Excluded: Node Name (subnetwork.nodes[0].properties.name=Eastron SDM120Modbus Smart Meter),
SDM120-MODBUS_Protocol.pdf,gpt-5.1,Predicted: Node Name (subnetwork.nodes[0].properties.name=SDM120),
SDM120-MODBUS_Protocol.pdf,gpt-5.1,Excluded: Transaction Name (subnetwork.nodes[0].transactions[0].properties.name=voltage),
SDM120-MODBUS_Protocol.pdf,gpt-5.1,Predicted: Transaction Name (subnetwork.nodes[0].transactions[0].properties.name=Voltage),
AVERAGE,gpt-5.1,10 manuals,76.52%
