manual,ai_model,strict_accuracy,strict_percent,normalized_accuracy,normalized_percent
Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf,gpt-5.1,Predicted: Addressing Mode (subnetwork.nodes[0].properties.modbusAddressingMode=0),,,
Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf,gpt-5.1,Expected: Node Name (subnetwork.nodes[0].properties.name=RTU_ELR),,,
Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf,gpt-5.1,Predicted: Node Name (subnetwork.nodes[0].properties.name=ELR-3BN),,,
Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf,gpt-5.1,Expected: Request Function Code (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[1].properties.data=16),,,
Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf,gpt-5.1,Predicted: Request Function Code (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[1].properties.data=3),,,
Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf,gpt-5.1,Expected: Request Starting Address (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[2].properties.data=8447),,,
Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf,gpt-5.1,Predicted: Request Starting Address (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[2].properties.data=8448),,,
Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf,gpt-5.1,Expected: subnetwork.nodes[0].transactions[0].frames[0].frameObjects[4].properties.data=4,,,
Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf,gpt-5.1,Predicted: subnetwork.nodes[0].transactions[0].frames[0].frameObjects[4].properties.data — not found,,,
Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf,gpt-5.1,Expected: subnetwork.nodes[0].transactions[0].frames[0].frameObjects[5].properties.dataLength=4,,,
Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf,gpt-5.1,Predicted: subnetwork.nodes[0].transactions[0].frames[0].frameObjects[5].properties.dataLength — not found,,,
Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf,gpt-5.1,Expected: Response Function Code (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[1].properties.data=16),,,
Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf,gpt-5.1,Predicted: Response Function Code (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[1].properties.data=3),,,
Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf,gpt-5.1,Expected: Response Byte Count (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[2].properties.data=8447),,,
Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf,gpt-5.1,Predicted: Response Byte Count (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[2].properties.data=4),,,
Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf,gpt-5.1,Expected: subnetwork.nodes[0].transactions[0].frames[1].frameObjects[3].properties.data=2,,,
Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf,gpt-5.1,Predicted: subnetwork.nodes[0].transactions[0].frames[1].frameObjects[3].properties.data — not found,,,
Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf,gpt-5.1,Near Match: Transaction Name (subnetwork.nodes[0].transactions[0].properties.name=Reset Mode),,,
Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf,gpt-5.1,Predicted: Transaction Name (subnetwork.nodes[0].transactions[0].properties.name=RESET MODE),,,
Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf,gpt-5.1,Expected: Baud Rate (subnetwork.properties.baudRate=9600),,,
Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf,gpt-5.1,Predicted: Baud Rate (subnetwork.properties.baudRate=not found),,,
Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf,gpt-5.1,Expected: Data Bits (subnetwork.properties.dataBits=1),,,
Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf,gpt-5.1,Predicted: Data Bits (subnetwork.properties.dataBits=not found),,,
Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf,gpt-5.1,Expected: Parity (subnetwork.properties.parity=0),,,
Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf,gpt-5.1,Predicted: Parity (subnetwork.properties.parity=not found),,,
Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf,gpt-5.1,Expected: Stop Bits (subnetwork.properties.stopBits=1),,,
Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf,gpt-5.1,Predicted: Stop Bits (subnetwork.properties.stopBits=not found),,,
Modbus-RTU-Manual.2022.pdf,gpt-5.1,13/15,86.67%,13/15,86.67%
Modbus-RTU-Manual.2022.pdf,gpt-5.1,Expected: Addressing Mode (subnetwork.nodes[0].properties.modbusAddressingMode=1),,,
Modbus-RTU-Manual.2022.pdf,gpt-5.1,Predicted: Addressing Mode (subnetwork.nodes[0].properties.modbusAddressingMode=0),,,
Modbus-RTU-Manual.2022.pdf,gpt-5.1,Expected: Node Name (subnetwork.nodes[0].properties.name=Temperature),,,
Modbus-RTU-Manual.2022.pdf,gpt-5.1,Predicted: Node Name (subnetwork.nodes[0].properties.name=not found),,,
rtvs1-35l22-modbus-registerlista.pdf,gpt-5.1,12/15,80.00%,12/15,80.00%
rtvs1-35l22-modbus-registerlista.pdf,gpt-5.1,Expected: Addressing Mode (subnetwork.nodes[0].properties.modbusAddressingMode=1),,,
rtvs1-35l22-modbus-registerlista.pdf,gpt-5.1,Predicted: Addressing Mode (subnetwork.nodes[0].properties.modbusAddressingMode=0),,,
rtvs1-35l22-modbus-registerlista.pdf,gpt-5.1,Expected: Baud Rate (subnetwork.properties.baudRate=19200),,,
rtvs1-35l22-modbus-registerlista.pdf,gpt-5.1,Predicted: Baud Rate (subnetwork.properties.baudRate=9600),,,
rtvs1-35l22-modbus-registerlista.pdf,gpt-5.1,Expected: Physical Standard (subnetwork.properties.physicalStandard=1),,,
rtvs1-35l22-modbus-registerlista.pdf,gpt-5.1,Predicted: Physical Standard (subnetwork.properties.physicalStandard=not found),,,
S111_Modbus-register-table_EN_V2025-2.pdf.pdf,gpt-5.1,10/15,66.67%,11/15,73.33%
S111_Modbus-register-table_EN_V2025-2.pdf.pdf,gpt-5.1,Expected: Request Starting Address (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[2].properties.data=1052),,,
S111_Modbus-register-table_EN_V2025-2.pdf.pdf,gpt-5.1,Predicted: Request Starting Address (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[2].properties.data=not found),,,
S111_Modbus-register-table_EN_V2025-2.pdf.pdf,gpt-5.1,Expected: Request Quantity (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[3].properties.data=2),,,
S111_Modbus-register-table_EN_V2025-2.pdf.pdf,gpt-5.1,Predicted: Request Quantity (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[3].properties.data=not found),,,
S111_Modbus-register-table_EN_V2025-2.pdf.pdf,gpt-5.1,Expected: Response Byte Count (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[2].properties.data=4),,,
S111_Modbus-register-table_EN_V2025-2.pdf.pdf,gpt-5.1,Predicted: Response Byte Count (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[2].properties.data=not found),,,
S111_Modbus-register-table_EN_V2025-2.pdf.pdf,gpt-5.1,Expected: Response Data Length (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[3].properties.dataLength=4),,,
S111_Modbus-register-table_EN_V2025-2.pdf.pdf,gpt-5.1,Predicted: Response Data Length (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[3].properties.dataLength=not found),,,
S111_Modbus-register-table_EN_V2025-2.pdf.pdf,gpt-5.1,Near Match: Transaction Name (subnetwork.nodes[0].transactions[0].properties.name=Power_factor_A),,,
S111_Modbus-register-table_EN_V2025-2.pdf.pdf,gpt-5.1,Predicted: Transaction Name (subnetwork.nodes[0].transactions[0].properties.name=Power factor A),,,
SDM120-MODBUS_Protocol.pdf,gpt-5.1,11/15,73.33%,12/15,80.00%
SDM120-MODBUS_Protocol.pdf,gpt-5.1,Expected: Node Name (subnetwork.nodes[0].properties.name=Eastron SDM120Modbus Smart Meter),,,
SDM120-MODBUS_Protocol.pdf,gpt-5.1,Predicted: Node Name (subnetwork.nodes[0].properties.name=SDM120),,,
SDM120-MODBUS_Protocol.pdf,gpt-5.1,Near Match: Transaction Name (subnetwork.nodes[0].transactions[0].properties.name=voltage),,,
SDM120-MODBUS_Protocol.pdf,gpt-5.1,Predicted: Transaction Name (subnetwork.nodes[0].transactions[0].properties.name=Voltage),,,
SDM120-MODBUS_Protocol.pdf,gpt-5.1,Expected: Data Bits (subnetwork.properties.dataBits=1),,,
SDM120-MODBUS_Protocol.pdf,gpt-5.1,Predicted: Data Bits (subnetwork.properties.dataBits=not found),,,
SDM120-MODBUS_Protocol.pdf,gpt-5.1,Expected: Physical Standard (subnetwork.properties.physicalStandard=1),,,
SDM120-MODBUS_Protocol.pdf,gpt-5.1,Predicted: Physical Standard (subnetwork.properties.physicalStandard=not found),,,
AVERAGE,gpt-5.1,10 manuals,58.85%,10 manuals,61.44%
