manual,ai_model,accuracy,accuracy_percent
a_si370010--_en.pdf,gpt-5.1,Missing: subnetwork.nodes[0].properties.name=si370010,
a_si370010--_en.pdf,gpt-5.1,Missing: subnetwork.nodes[0].transactions[0].frames[0].frameObjects[1].properties.data=16,
a_si370010--_en.pdf,gpt-5.1,Missing: subnetwork.nodes[0].transactions[0].frames[0].frameObjects[2].properties.data=1792,
a_si370010--_en.pdf,gpt-5.1,Missing: subnetwork.nodes[0].transactions[0].frames[0].frameObjects[5].properties.dataLength=4,
a_si370010--_en.pdf,gpt-5.1,Missing: subnetwork.nodes[0].transactions[0].frames[1].frameObjects[1].properties.data=16,
a_si370010--_en.pdf,gpt-5.1,Missing: subnetwork.nodes[0].transactions[0].frames[1].frameObjects[2].properties.data=1792,
a_si370010--_en.pdf,gpt-5.1,Missing: subnetwork.nodes[0].transactions[0].frames[1].frameObjects[3].properties.data=2,
a_si370010--_en.pdf,gpt-5.1,Missing: subnetwork.nodes[0].transactions[0].properties.name=Device state,
a_si370010--_en.pdf,gpt-5.1,Extra: subnetwork.nodes[0].properties.name=MIEZ Poweranalyzer,
a_si370010--_en.pdf,gpt-5.1,Extra: subnetwork.nodes[0].transactions[0].frames[0].frameObjects[1].properties.data=4,
a_si370010--_en.pdf,gpt-5.1,Extra: subnetwork.nodes[0].transactions[0].frames[0].frameObjects[2].properties.data=4097,
a_si370010--_en.pdf,gpt-5.1,Extra: subnetwork.nodes[0].transactions[0].frames[1].frameObjects[1].properties.data=4,
a_si370010--_en.pdf,gpt-5.1,Extra: subnetwork.nodes[0].transactions[0].frames[1].frameObjects[2].properties.data=4,
a_si370010--_en.pdf,gpt-5.1,Extra: subnetwork.nodes[0].transactions[0].frames[1].frameObjects[3].properties.dataLength=4,
a_si370010--_en.pdf,gpt-5.1,Extra: subnetwork.nodes[0].transactions[0].properties.name=Read Device state,
MN040018_EN.pdf,gpt-5.1,10/15,66.67%
MN040018_EN.pdf,gpt-5.1,Missing: subnetwork.nodes[0].properties.modbusAddressingMode=1,
MN040018_EN.pdf,gpt-5.1,Missing: subnetwork.nodes[0].properties.name=Fan Runtime,
MN040018_EN.pdf,gpt-5.1,Missing: subnetwork.nodes[0].transactions[0].properties.name=Fan Runtime,
MN040018_EN.pdf,gpt-5.1,Missing: subnetwork.properties.baudRate=9600,
MN040018_EN.pdf,gpt-5.1,Missing: subnetwork.properties.physicalStandard=0,
MN040018_EN.pdf,gpt-5.1,Extra: subnetwork.nodes[0].properties.modbusAddressingMode=0,
MN040018_EN.pdf,gpt-5.1,Extra: subnetwork.nodes[0].properties.name=PowerXL DA1/DB1/DC1/DE1,
MN040018_EN.pdf,gpt-5.1,Extra: subnetwork.nodes[0].transactions[0].properties.name=Read Fan Runtime,
MN040018_EN.pdf,gpt-5.1,Extra: subnetwork.properties.baudRate=115200,
MN040018_EN.pdf,gpt-5.1,Extra: subnetwork.properties.physicalStandard=1,
Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf,gpt-5.1,8/17,47.06%
Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf,gpt-5.1,Missing: subnetwork.nodes[0].properties.name=RTU_ELR,
Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf,gpt-5.1,Missing: subnetwork.nodes[0].transactions[0].frames[0].frameObjects[1].properties.data=16,
Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf,gpt-5.1,Missing: subnetwork.nodes[0].transactions[0].frames[0].frameObjects[4].properties.data=4,
Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf,gpt-5.1,Missing: subnetwork.nodes[0].transactions[0].frames[0].frameObjects[5].properties.dataLength=4,
Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf,gpt-5.1,Missing: subnetwork.nodes[0].transactions[0].frames[1].frameObjects[1].properties.data=16,
Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf,gpt-5.1,Missing: subnetwork.nodes[0].transactions[0].frames[1].frameObjects[2].properties.data=8447,
Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf,gpt-5.1,Missing: subnetwork.nodes[0].transactions[0].frames[1].frameObjects[3].properties.data=2,
Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf,gpt-5.1,Missing: subnetwork.nodes[0].transactions[0].properties.name=Reset Mode,
Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf,gpt-5.1,Missing: subnetwork.properties.stopBits=1,
Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf,gpt-5.1,Extra: subnetwork.nodes[0].properties.name=ELR-3BN,
Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf,gpt-5.1,Extra: subnetwork.nodes[0].transactions[0].frames[0].frameObjects[1].properties.data=3,
Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf,gpt-5.1,Extra: subnetwork.nodes[0].transactions[0].frames[1].frameObjects[1].properties.data=3,
Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf,gpt-5.1,Extra: subnetwork.nodes[0].transactions[0].frames[1].frameObjects[2].properties.data=4,
Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf,gpt-5.1,Extra: subnetwork.nodes[0].transactions[0].frames[1].frameObjects[3].properties.dataLength=4,
Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf,gpt-5.1,Extra: subnetwork.nodes[0].transactions[0].properties.name=Read RESET MODE,
Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf,gpt-5.1,Extra: subnetwork.properties.stopBits=0,
Modbus-RTU-Manual.2022.pdf,gpt-5.1,10/15,66.67%
Modbus-RTU-Manual.2022.pdf,gpt-5.1,Missing: subnetwork.nodes[0].properties.modbusAddressingMode=1,
Modbus-RTU-Manual.2022.pdf,gpt-5.1,Missing: subnetwork.nodes[0].properties.name=Temperature,
Modbus-RTU-Manual.2022.pdf,gpt-5.1,Missing: subnetwork.nodes[0].transactions[0].frames[0].frameObjects[1].properties.data=4,
Modbus-RTU-Manual.2022.pdf,gpt-5.1,Missing: subnetwork.nodes[0].transactions[0].frames[1].frameObjects[1].properties.data=4,
Modbus-RTU-Manual.2022.pdf,gpt-5.1,Missing: subnetwork.nodes[0].transactions[0].properties.name=Temperature,
Modbus-RTU-Manual.2022.pdf,gpt-5.1,Extra: subnetwork.nodes[0].properties.modbusAddressingMode=0,
Modbus-RTU-Manual.2022.pdf,gpt-5.1,Extra: subnetwork.nodes[0].properties.name=MODBUS-RTU electric actuator,
Modbus-RTU-Manual.2022.pdf,gpt-5.1,Extra: subnetwork.nodes[0].transactions[0].frames[0].frameObjects[1].properties.data=3,
Modbus-RTU-Manual.2022.pdf,gpt-5.1,Extra: subnetwork.nodes[0].transactions[0].frames[1].frameObjects[1].properties.data=3,
Modbus-RTU-Manual.2022.pdf,gpt-5.1,Extra: subnetwork.nodes[0].transactions[0].properties.name=Read Temperature,
rtvs1-35l22-modbus-registerlista.pdf,gpt-5.1,12/15,80.00%
rtvs1-35l22-modbus-registerlista.pdf,gpt-5.1,Missing: subnetwork.nodes[0].properties.name=RTVS1,
rtvs1-35l22-modbus-registerlista.pdf,gpt-5.1,Missing: subnetwork.nodes[0].transactions[0].properties.name=Device state,
rtvs1-35l22-modbus-registerlista.pdf,gpt-5.1,Missing: subnetwork.properties.baudRate=19200,
rtvs1-35l22-modbus-registerlista.pdf,gpt-5.1,Extra: subnetwork.nodes[0].properties.name=RTVS1 TRANSFORMER FAN SPEED CONTROLLERS WITH MODBUS RTU COMMUNICATION,
rtvs1-35l22-modbus-registerlista.pdf,gpt-5.1,Extra: subnetwork.nodes[0].transactions[0].properties.name=Read Device state,
rtvs1-35l22-modbus-registerlista.pdf,gpt-5.1,Extra: subnetwork.properties.baudRate=115200,
S111_Modbus-register-table_EN_V2025-2.pdf.pdf,gpt-5.1,12/15,80.00%
S111_Modbus-register-table_EN_V2025-2.pdf.pdf,gpt-5.1,Missing: subnetwork.nodes[0].properties.modbusAddressingMode=1,
S111_Modbus-register-table_EN_V2025-2.pdf.pdf,gpt-5.1,Missing: subnetwork.nodes[0].properties.name=Universal uni-/bipolar signal transmitter,
S111_Modbus-register-table_EN_V2025-2.pdf.pdf,gpt-5.1,Missing: subnetwork.nodes[0].transactions[0].properties.name=Power_factor_A,
S111_Modbus-register-table_EN_V2025-2.pdf.pdf,gpt-5.1,Extra: subnetwork.nodes[0].properties.modbusAddressingMode=0,
S111_Modbus-register-table_EN_V2025-2.pdf.pdf,gpt-5.1,Extra: subnetwork.nodes[0].properties.name=S111,
S111_Modbus-register-table_EN_V2025-2.pdf.pdf,gpt-5.1,Extra: subnetwork.nodes[0].transactions[0].properties.name=Read_Power_factor_A,
SDM120-MODBUS_Protocol.pdf,gpt-5.1,13/15,86.67%
SDM120-MODBUS_Protocol.pdf,gpt-5.1,Missing: subnetwork.nodes[0].properties.name=Voltage,
SDM120-MODBUS_Protocol.pdf,gpt-5.1,Missing: subnetwork.nodes[0].transactions[0].properties.name=voltage,
SDM120-MODBUS_Protocol.pdf,gpt-5.1,Extra: subnetwork.nodes[0].properties.name=Eastron SDM120Modbus Smart Meter,
SDM120-MODBUS_Protocol.pdf,gpt-5.1,Extra: subnetwork.nodes[0].transactions[0].properties.name=Read Voltage,
