manual,ai_model,accuracy,accuracy_percent
a_si370010--_en.pdf,gpt-5.1,Correct: Addressing Mode (subnetwork.nodes[0].properties.modbusAddressingMode=0),
a_si370010--_en.pdf,gpt-5.1,Correct: Node Address (subnetwork.nodes[0].properties.nodeAddress=1),
a_si370010--_en.pdf,gpt-5.1,Correct: Request Quantity (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[3].properties.data=2),
a_si370010--_en.pdf,gpt-5.1,Correct: Baud Rate (subnetwork.properties.baudRate=19200),
a_si370010--_en.pdf,gpt-5.1,Correct: Data Bits (subnetwork.properties.dataBits=1),
a_si370010--_en.pdf,gpt-5.1,Correct: Parity (subnetwork.properties.parity=0),
a_si370010--_en.pdf,gpt-5.1,Correct: Physical Standard (subnetwork.properties.physicalStandard=1),
a_si370010--_en.pdf,gpt-5.1,Correct: Stop Bits (subnetwork.properties.stopBits=0),
MN040018_EN.pdf,gpt-5.1,10/15,66.67%
MN040018_EN.pdf,gpt-5.1,Missing: Addressing Mode (subnetwork.nodes[0].properties.modbusAddressingMode=1),
MN040018_EN.pdf,gpt-5.1,Missing: Node Name (subnetwork.nodes[0].properties.name=Fan Runtime),
MN040018_EN.pdf,gpt-5.1,Missing: Transaction Name (subnetwork.nodes[0].transactions[0].properties.name=Fan Runtime),
MN040018_EN.pdf,gpt-5.1,Missing: Baud Rate (subnetwork.properties.baudRate=9600),
MN040018_EN.pdf,gpt-5.1,Missing: Physical Standard (subnetwork.properties.physicalStandard=0),
MN040018_EN.pdf,gpt-5.1,Correct: Node Address (subnetwork.nodes[0].properties.nodeAddress=1),
MN040018_EN.pdf,gpt-5.1,Correct: Request Function Code (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[1].properties.data=3),
MN040018_EN.pdf,gpt-5.1,Correct: Request Starting Address (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[2].properties.data=19),
MN040018_EN.pdf,gpt-5.1,Correct: Request Quantity (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[3].properties.data=1),
MN040018_EN.pdf,gpt-5.1,Correct: Response Function Code (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[1].properties.data=3),
MN040018_EN.pdf,gpt-5.1,Correct: Response Byte Count (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[2].properties.data=2),
MN040018_EN.pdf,gpt-5.1,Correct: Response Data Length (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[3].properties.dataLength=2),
MN040018_EN.pdf,gpt-5.1,Correct: Data Bits (subnetwork.properties.dataBits=1),
MN040018_EN.pdf,gpt-5.1,Correct: Parity (subnetwork.properties.parity=0),
MN040018_EN.pdf,gpt-5.1,Correct: Stop Bits (subnetwork.properties.stopBits=0),
Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf,gpt-5.1,8/17,47.06%
Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf,gpt-5.1,Missing: Node Name (subnetwork.nodes[0].properties.name=RTU_ELR),
Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf,gpt-5.1,Missing: Request Function Code (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[1].properties.data=16),
Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf,gpt-5.1,Missing: subnetwork.nodes[0].transactions[0].frames[0].frameObjects[4].properties.data=4,
Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf,gpt-5.1,Missing: subnetwork.nodes[0].transactions[0].frames[0].frameObjects[5].properties.dataLength=4,
Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf,gpt-5.1,Missing: Response Function Code (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[1].properties.data=16),
Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf,gpt-5.1,Missing: Response Byte Count (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[2].properties.data=8447),
Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf,gpt-5.1,Missing: subnetwork.nodes[0].transactions[0].frames[1].frameObjects[3].properties.data=2,
Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf,gpt-5.1,Missing: Transaction Name (subnetwork.nodes[0].transactions[0].properties.name=Reset Mode),
Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf,gpt-5.1,Missing: Stop Bits (subnetwork.properties.stopBits=1),
Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf,gpt-5.1,Correct: Addressing Mode (subnetwork.nodes[0].properties.modbusAddressingMode=1),
Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf,gpt-5.1,Correct: Node Address (subnetwork.nodes[0].properties.nodeAddress=1),
Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf,gpt-5.1,Correct: Request Starting Address (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[2].properties.data=8447),
Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf,gpt-5.1,Correct: Request Quantity (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[3].properties.data=2),
Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf,gpt-5.1,Correct: Baud Rate (subnetwork.properties.baudRate=9600),
Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf,gpt-5.1,Correct: Data Bits (subnetwork.properties.dataBits=1),
Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf,gpt-5.1,Correct: Parity (subnetwork.properties.parity=0),
Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf,gpt-5.1,Correct: Physical Standard (subnetwork.properties.physicalStandard=1),
Modbus-RTU-Manual.2022.pdf,gpt-5.1,10/15,66.67%
Modbus-RTU-Manual.2022.pdf,gpt-5.1,Missing: Addressing Mode (subnetwork.nodes[0].properties.modbusAddressingMode=1),
Modbus-RTU-Manual.2022.pdf,gpt-5.1,Missing: Node Name (subnetwork.nodes[0].properties.name=Temperature),
Modbus-RTU-Manual.2022.pdf,gpt-5.1,Missing: Request Function Code (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[1].properties.data=4),
Modbus-RTU-Manual.2022.pdf,gpt-5.1,Missing: Response Function Code (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[1].properties.data=4),
Modbus-RTU-Manual.2022.pdf,gpt-5.1,Missing: Transaction Name (subnetwork.nodes[0].transactions[0].properties.name=Temperature),
Modbus-RTU-Manual.2022.pdf,gpt-5.1,Correct: Node Address (subnetwork.nodes[0].properties.nodeAddress=1),
Modbus-RTU-Manual.2022.pdf,gpt-5.1,Correct: Request Starting Address (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[2].properties.data=35),
Modbus-RTU-Manual.2022.pdf,gpt-5.1,Correct: Request Quantity (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[3].properties.data=1),
Modbus-RTU-Manual.2022.pdf,gpt-5.1,Correct: Response Byte Count (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[2].properties.data=2),
Modbus-RTU-Manual.2022.pdf,gpt-5.1,Correct: Response Data Length (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[3].properties.dataLength=2),
Modbus-RTU-Manual.2022.pdf,gpt-5.1,Correct: Baud Rate (subnetwork.properties.baudRate=9600),
Modbus-RTU-Manual.2022.pdf,gpt-5.1,Correct: Data Bits (subnetwork.properties.dataBits=1),
Modbus-RTU-Manual.2022.pdf,gpt-5.1,Correct: Parity (subnetwork.properties.parity=0),
Modbus-RTU-Manual.2022.pdf,gpt-5.1,Correct: Physical Standard (subnetwork.properties.physicalStandard=1),
Modbus-RTU-Manual.2022.pdf,gpt-5.1,Correct: Stop Bits (subnetwork.properties.stopBits=0),
rtvs1-35l22-modbus-registerlista.pdf,gpt-5.1,12/15,80.00%
rtvs1-35l22-modbus-registerlista.pdf,gpt-5.1,Missing: Node Name (subnetwork.nodes[0].properties.name=RTVS1),
rtvs1-35l22-modbus-registerlista.pdf,gpt-5.1,Missing: Transaction Name (subnetwork.nodes[0].transactions[0].properties.name=Device state),
rtvs1-35l22-modbus-registerlista.pdf,gpt-5.1,Missing: Baud Rate (subnetwork.properties.baudRate=19200),
rtvs1-35l22-modbus-registerlista.pdf,gpt-5.1,Correct: Addressing Mode (subnetwork.nodes[0].properties.modbusAddressingMode=1),
rtvs1-35l22-modbus-registerlista.pdf,gpt-5.1,Correct: Node Address (subnetwork.nodes[0].properties.nodeAddress=1),
rtvs1-35l22-modbus-registerlista.pdf,gpt-5.1,Correct: Request Function Code (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[1].properties.data=4),
rtvs1-35l22-modbus-registerlista.pdf,gpt-5.1,Correct: Request Starting Address (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[2].properties.data=5),
rtvs1-35l22-modbus-registerlista.pdf,gpt-5.1,Correct: Request Quantity (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[3].properties.data=1),
rtvs1-35l22-modbus-registerlista.pdf,gpt-5.1,Correct: Response Function Code (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[1].properties.data=4),
rtvs1-35l22-modbus-registerlista.pdf,gpt-5.1,Correct: Response Byte Count (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[2].properties.data=2),
rtvs1-35l22-modbus-registerlista.pdf,gpt-5.1,Correct: Response Data Length (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[3].properties.dataLength=2),
rtvs1-35l22-modbus-registerlista.pdf,gpt-5.1,Correct: Data Bits (subnetwork.properties.dataBits=1),
rtvs1-35l22-modbus-registerlista.pdf,gpt-5.1,Correct: Parity (subnetwork.properties.parity=2),
rtvs1-35l22-modbus-registerlista.pdf,gpt-5.1,Correct: Physical Standard (subnetwork.properties.physicalStandard=1),
rtvs1-35l22-modbus-registerlista.pdf,gpt-5.1,Correct: Stop Bits (subnetwork.properties.stopBits=0),
S111_Modbus-register-table_EN_V2025-2.pdf.pdf,gpt-5.1,12/15,80.00%
S111_Modbus-register-table_EN_V2025-2.pdf.pdf,gpt-5.1,Missing: Addressing Mode (subnetwork.nodes[0].properties.modbusAddressingMode=1),
S111_Modbus-register-table_EN_V2025-2.pdf.pdf,gpt-5.1,Missing: Node Name (subnetwork.nodes[0].properties.name=Universal uni-/bipolar signal transmitter),
S111_Modbus-register-table_EN_V2025-2.pdf.pdf,gpt-5.1,Missing: Transaction Name (subnetwork.nodes[0].transactions[0].properties.name=Power_factor_A),
S111_Modbus-register-table_EN_V2025-2.pdf.pdf,gpt-5.1,Correct: Node Address (subnetwork.nodes[0].properties.nodeAddress=1),
S111_Modbus-register-table_EN_V2025-2.pdf.pdf,gpt-5.1,Correct: Request Function Code (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[1].properties.data=3),
S111_Modbus-register-table_EN_V2025-2.pdf.pdf,gpt-5.1,Correct: Request Starting Address (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[2].properties.data=1051),
S111_Modbus-register-table_EN_V2025-2.pdf.pdf,gpt-5.1,Correct: Request Quantity (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[3].properties.data=2),
S111_Modbus-register-table_EN_V2025-2.pdf.pdf,gpt-5.1,Correct: Response Function Code (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[1].properties.data=3),
S111_Modbus-register-table_EN_V2025-2.pdf.pdf,gpt-5.1,Correct: Response Byte Count (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[2].properties.data=4),
S111_Modbus-register-table_EN_V2025-2.pdf.pdf,gpt-5.1,Correct: Response Data Length (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[3].properties.dataLength=4),
S111_Modbus-register-table_EN_V2025-2.pdf.pdf,gpt-5.1,Correct: Baud Rate (subnetwork.properties.baudRate=9600),
S111_Modbus-register-table_EN_V2025-2.pdf.pdf,gpt-5.1,Correct: Data Bits (subnetwork.properties.dataBits=1),
S111_Modbus-register-table_EN_V2025-2.pdf.pdf,gpt-5.1,Correct: Parity (subnetwork.properties.parity=0),
S111_Modbus-register-table_EN_V2025-2.pdf.pdf,gpt-5.1,Correct: Physical Standard (subnetwork.properties.physicalStandard=1),
S111_Modbus-register-table_EN_V2025-2.pdf.pdf,gpt-5.1,Correct: Stop Bits (subnetwork.properties.stopBits=0),
SDM120-MODBUS_Protocol.pdf,gpt-5.1,13/15,86.67%
SDM120-MODBUS_Protocol.pdf,gpt-5.1,Missing: Node Name (subnetwork.nodes[0].properties.name=Voltage),
SDM120-MODBUS_Protocol.pdf,gpt-5.1,Missing: Transaction Name (subnetwork.nodes[0].transactions[0].properties.name=voltage),
SDM120-MODBUS_Protocol.pdf,gpt-5.1,Correct: Addressing Mode (subnetwork.nodes[0].properties.modbusAddressingMode=2),
SDM120-MODBUS_Protocol.pdf,gpt-5.1,Correct: Node Address (subnetwork.nodes[0].properties.nodeAddress=1),
SDM120-MODBUS_Protocol.pdf,gpt-5.1,Correct: Request Function Code (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[1].properties.data=4),
SDM120-MODBUS_Protocol.pdf,gpt-5.1,Correct: Request Starting Address (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[2].properties.data=0),
SDM120-MODBUS_Protocol.pdf,gpt-5.1,Correct: Request Quantity (subnetwork.nodes[0].transactions[0].frames[0].frameObjects[3].properties.data=2),
SDM120-MODBUS_Protocol.pdf,gpt-5.1,Correct: Response Function Code (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[1].properties.data=4),
SDM120-MODBUS_Protocol.pdf,gpt-5.1,Correct: Response Byte Count (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[2].properties.data=4),
SDM120-MODBUS_Protocol.pdf,gpt-5.1,Correct: Response Data Length (subnetwork.nodes[0].transactions[0].frames[1].frameObjects[3].properties.dataLength=4),
SDM120-MODBUS_Protocol.pdf,gpt-5.1,Correct: Baud Rate (subnetwork.properties.baudRate=2400),
SDM120-MODBUS_Protocol.pdf,gpt-5.1,Correct: Data Bits (subnetwork.properties.dataBits=1),
SDM120-MODBUS_Protocol.pdf,gpt-5.1,Correct: Parity (subnetwork.properties.parity=0),
SDM120-MODBUS_Protocol.pdf,gpt-5.1,Correct: Physical Standard (subnetwork.properties.physicalStandard=1),
SDM120-MODBUS_Protocol.pdf,gpt-5.1,Correct: Stop Bits (subnetwork.properties.stopBits=0),
